WKT,category,latitude,longitude,datazone,name
"POINT (-4.32788 55.87446)",Potholes,55.87446,-4.32788,S01010421,Victoria Park - 02
"POINT (-4.28927 55.82976)",Potholes,55.82976,-4.28927,S01009918,Maxwell Park - 07
"POINT (-4.28925 55.8778)",Potholes,55.8778,-4.28925,S01010371,North Kelvin - 03
"POINT (-4.25951 55.85858)",Potholes,55.85858,-4.25951,S01010274,City Centre South - 03
"POINT (-4.25475 55.85818)",Potholes,55.85818,-4.25475,S01010274,City Centre South - 03
"POINT (-4.26941 55.83844)",Potholes,55.83844,-4.26941,S01009882,Pollokshields East - 02
"POINT (-4.17712 55.85253)",Potholes,55.85253,-4.17712,S01010147,Old Shettleston and Parkhead North - 01
"POINT (-4.28664 55.86742)",Pavements/footpaths,55.86742,-4.28664,S01010384,Hillhead - 04
"POINT (-4.2561 55.86307)",Potholes,55.86307,-4.2561,S01010275,City Centre South - 04
"POINT (-4.30233 55.84009)",Potholes,55.84009,-4.30233,S01009913,Maxwell Park - 02
"POINT (-4.17323 55.83296)",Potholes,55.83296,-4.17323,S01010071,Shettleston South - 03
"POINT (-4.23597 55.8672)",Potholes,55.8672,-4.23597,S01010262,City Centre East - 04
"POINT (-4.13522 55.87479)",Pavements/footpaths,55.87479,-4.13522,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.17364 55.8669)",Potholes,55.8669,-4.17364,S01010163,"Cranhill, Lightburn and Queenslie South - 08"
"POINT (-4.26751 55.86405)",Pavements/footpaths,55.86405,-4.26751,S01010267,City Centre West - 02
"POINT (-4.32557 55.88418)",Potholes,55.88418,-4.32557,S01010411,Kelvinside and Jordanhill - 04
"POINT (-4.26122 55.83975)",Pavements/footpaths,55.83975,-4.26122,S01009892,Govanhill West - 06
"POINT (-4.25823 55.82718)",Potholes,55.82718,-4.25823,S01010014,Mount Florida - 04
"POINT (-4.38164 55.88959)",Potholes,55.88959,-4.38164,S01010440,Yoker South - 04
"POINT (-4.2486 55.79603)",Potholes,55.79603,-4.2486,S01009972,Carmunnock South - 04
"POINT (-4.28366 55.88112)",Pavements/footpaths,55.88112,-4.28366,S01010317,Ruchill - 03
"POINT (-4.27327 55.87901)",Potholes,55.87901,-4.27327,S01010305,Firhill - 05
"POINT (-4.30212 55.88393)",Potholes,55.88393,-4.30212,S01010365,Kelvindale - 03
"POINT (-4.24861 55.79607)",Potholes,55.79607,-4.24861,S01009972,Carmunnock South - 04
"POINT (-4.27154 55.86657)",Potholes,55.86657,-4.27154,S01010289,Woodlands - 01
"POINT (-4.10427 55.85255)",Potholes,55.85255,-4.10427,S01010089,Baillieston East - 02
"POINT (-4.35769 55.83851)",Potholes,55.83851,-4.35769,S01009802,Pollok North and East - 04
"POINT (-4.26983 55.86935)",Potholes,55.86935,-4.26983,S01010295,Woodlands - 07
"POINT (-4.36369 55.81464)",Potholes,55.81464,-4.36369,S01009779,Nitshill - 05
"POINT (-4.26123 55.85873)",Potholes,55.85873,-4.26123,S01010273,City Centre South - 02
"POINT (-4.35076 55.88561)",Potholes,55.88561,-4.35076,S01010463,Knightswood Park East - 04
"POINT (-4.3106 55.84973)",Potholes,55.84973,-4.3106,S01009873,Kingston West and Dumbreck - 03
"POINT (-4.27304 55.87584)",Potholes,55.87584,-4.27304,S01010306,Firhill - 06
"POINT (-4.33981 55.82932)",Potholes,55.82932,-4.33981,S01009789,Crookston North - 02
"POINT (-4.34024 55.82798)",Potholes,55.82798,-4.34024,S01009789,Crookston North - 02
"POINT (-4.13509 55.87451)",Pavements/footpaths,55.87451,-4.13509,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.32273 55.87584)",Potholes,55.87584,-4.32273,S01010394,Partick - 02
"POINT (-4.18579 55.84776)",Potholes,55.84776,-4.18579,S01010059,Parkhead East and Braidfauld North - 04
"POINT (-4.1886 55.84915)",Potholes,55.84915,-4.1886,S01010060,Parkhead East and Braidfauld North - 05
"POINT (-4.32573 55.81314)",Potholes,55.81314,-4.32573,S01009940,Carnwadric West - 02
"POINT (-4.29445 55.87932)",Pavements/footpaths,55.87932,-4.29445,S01010405,Dowanhill - 03
"POINT (-4.23314 55.88273)",Potholes,55.88273,-4.23314,S01010218,Springburn East and Cowlairs - 05
"POINT (-4.23184 55.87695)",Potholes,55.87695,-4.23184,S01010225,Sighthill - 01
"POINT (-4.23271 55.87402)",Potholes,55.87402,-4.23271,S01010222,Cowlairs and Port Dundas - 04
"POINT (-4.23236 55.87513)",Potholes,55.87513,-4.23236,S01010222,Cowlairs and Port Dundas - 04
"POINT (-4.23489 55.86928)",Potholes,55.86928,-4.23489,S01010261,City Centre East - 03
"POINT (-4.35625 55.84244)",Potholes,55.84244,-4.35625,S01009820,Cardonald West and Central - 06
"POINT (-4.27684 55.8333)",Potholes,55.8333,-4.27684,S01009921,Shawlands West - 03
"POINT (-4.36539 55.8434)",Pavements/footpaths,55.8434,-4.36539,S01009818,Cardonald West and Central - 04
"POINT (-4.30056 55.9001)",Pavements/footpaths,55.9001,-4.30056,S01010346,Summerston North - 01
"POINT (-4.37857 55.89664)",Potholes,55.89664,-4.37857,S01010446,Yoker North - 04
"POINT (-4.17669 55.89346)",Potholes,55.89346,-4.17669,S01010188,Robroyston and Millerston - 03
"POINT (-4.29619 55.85513)",Potholes,55.85513,-4.29619,S01009862,Ibrox East and Cessnock - 01
"POINT (-4.34722 55.80321)",Potholes,55.80321,-4.34722,S01009770,Darnley West - 03
"POINT (-4.31814 55.85496)",Potholes,55.85496,-4.31814,S01009843,Govan and Linthouse - 03
"POINT (-4.29534 55.87494)",Potholes,55.87494,-4.29534,S01010407,Dowanhill - 05
"POINT (-4.33411 55.86397)",Pavements/footpaths,55.86397,-4.33411,S01009838,Drumoyne and Shieldhall - 06
"POINT (-4.32345 55.89004)",Pavements/footpaths,55.89004,-4.32345,S01010469,Anniesland East - 05
"POINT (-4.24875 55.7961)",Potholes,55.7961,-4.24875,S01009972,Carmunnock South - 04
"POINT (-4.34776 55.83018)",Potholes,55.83018,-4.34776,S01009791,Crookston North - 04
"POINT (-4.32472 55.80087)",Potholes,55.80087,-4.32472,S01009760,Darnley East - 03
"POINT (-4.35715 55.90815)",Pavements/footpaths,55.90815,-4.35715,S01010488,Drumchapel South - 01
"POINT (-4.34852 55.89381)",Pavements/footpaths,55.89381,-4.34852,S01010461,Knightswood Park East - 02
"POINT (-4.27779 55.83245)",Potholes,55.83245,-4.27779,S01009921,Shawlands West - 03
"POINT (-4.32767 55.84752)",Potholes,55.84752,-4.32767,S01009850,Craigton - 03
"POINT (-4.2577 55.83293)",Pavements/footpaths,55.83293,-4.2577,S01009903,Battlefield - 05
"POINT (-4.17395 55.86477)",Potholes,55.86477,-4.17395,S01010157,"Cranhill, Lightburn and Queenslie South - 02"
"POINT (-4.28819 55.84595)",Potholes,55.84595,-4.28819,S01009871,Kingston West and Dumbreck - 01
"POINT (-4.33946 55.85865)",Potholes,55.85865,-4.33946,S01009836,Drumoyne and Shieldhall - 04
"POINT (-4.20912 55.86921)",Potholes,55.86921,-4.20912,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.16163 55.87538)",Pavements/footpaths,55.87538,-4.16163,S01010169,Craigend and Ruchazie - 05
"POINT (-4.30299 55.81399)",Potholes,55.81399,-4.30299,S01009947,Carnwadric East - 04
"POINT (-4.266 55.86463)",Pavements/footpaths,55.86463,-4.266,S01010267,City Centre West - 02
"POINT (-4.38141 55.90758)",Potholes,55.90758,-4.38141,S01010503,Drumry West - 04
"POINT (-4.30539 55.8474)",Potholes,55.8474,-4.30539,S01009873,Kingston West and Dumbreck - 03
"POINT (-4.2145 55.80568)",Potholes,55.80568,-4.2145,S01009984,Glenwood North - 05
"POINT (-4.22286 55.80433)",Potholes,55.80433,-4.22286,S01009981,Glenwood North - 02
"POINT (-4.38255 55.90757)",Potholes,55.90757,-4.38255,S01010503,Drumry West - 04
"POINT (-4.38438 55.90835)",Potholes,55.90835,-4.38438,S01010503,Drumry West - 04
"POINT (-4.23754 55.86372)",Potholes,55.86372,-4.23754,S01010259,City Centre East - 01
"POINT (-4.30504 55.88477)",Potholes,55.88477,-4.30504,S01010365,Kelvindale - 03
"POINT (-4.33716 55.90399)",Potholes,55.90399,-4.33716,S01010483,Blairdardie East - 06
"POINT (-4.34697 55.82235)",Potholes,55.82235,-4.34697,S01009775,Nitshill - 01
"POINT (-4.34661 55.82213)",Potholes,55.82213,-4.34661,S01009775,Nitshill - 01
"POINT (-4.32812 55.84609)",Potholes,55.84609,-4.32812,S01009856,Mosspark - 05
"POINT (-4.32687 55.87582)",Potholes,55.87582,-4.32687,S01010418,Broomhill - 04
"POINT (-4.36999 55.89336)",Potholes,55.89336,-4.36999,S01010448,Knightswood West - 02
"POINT (-4.38583 55.90772)",Potholes,55.90772,-4.38583,S01010500,Drumry West - 01
"POINT (-4.2562 55.83078)",Potholes,55.83078,-4.2562,S01009902,Battlefield - 04
"POINT (-4.34003 55.85662)",Potholes,55.85662,-4.34003,S01009836,Drumoyne and Shieldhall - 04
"POINT (-4.32421 55.80803)",Potholes,55.80803,-4.32421,S01009940,Carnwadric West - 02
"POINT (-4.34699 55.8223)",Potholes,55.8223,-4.34699,S01009775,Nitshill - 01
"POINT (-4.31956 55.84852)",Potholes,55.84852,-4.31956,S01009851,Craigton - 04
"POINT (-4.22738 55.8477)",Potholes,55.8477,-4.22738,S01010044,Bridgeton - 03
"POINT (-4.21474 55.80823)",Potholes,55.80823,-4.21474,S01009983,Glenwood North - 04
"POINT (-4.27269 55.81339)",Potholes,55.81339,-4.27269,S01009961,Muirend and Old Cathcart - 03
"POINT (-4.13098 55.85543)",Potholes,55.85543,-4.13098,S01010124,Barlanark - 02
"POINT (-4.33458 55.86004)",Potholes,55.86004,-4.33458,S01009837,Drumoyne and Shieldhall - 05
"POINT (-4.37364 55.91014)",Pavements/footpaths,55.91014,-4.37364,S01010499,Drumry East - 04
"POINT (-4.27903 55.8624)",Potholes,55.8624,-4.27903,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.26131 55.84809)",Potholes,55.84809,-4.26131,S01010032,Laurieston and Tradeston - 02
"POINT (-4.26632 55.82437)",Potholes,55.82437,-4.26632,S01009900,Battlefield - 02
"POINT (-4.31117 55.85006)",Potholes,55.85006,-4.31117,S01009864,Ibrox East and Cessnock - 03
"POINT (-4.23802 55.90143)",Potholes,55.90143,-4.23802,S01010339,Milton East - 05
"POINT (-4.20939 55.87016)",Potholes,55.87016,-4.20939,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.2239 55.87716)",Potholes,55.87716,-4.2239,S01010225,Sighthill - 01
"POINT (-4.21514 55.8724)",Potholes,55.8724,-4.21514,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.21439 55.87187)",Potholes,55.87187,-4.21439,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.2548 55.84514)",Potholes,55.84514,-4.2548,S01010033,Laurieston and Tradeston - 03
"POINT (-4.25366 55.84529)",Potholes,55.84529,-4.25366,S01010030,Gorbals and Hutchesontown - 08
"POINT (-4.21445 55.8719)",Potholes,55.8719,-4.21445,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.15948 55.87123)",Potholes,55.87123,-4.15948,S01010169,Craigend and Ruchazie - 05
"POINT (-4.2975 55.87624)",Pavements/footpaths,55.87624,-4.2975,S01010406,Dowanhill - 04
"POINT (-4.25427 55.84719)",Potholes,55.84719,-4.25427,S01010033,Laurieston and Tradeston - 03
"POINT (-4.3489 55.89435)",Pavements/footpaths,55.89435,-4.3489,S01010461,Knightswood Park East - 02
"POINT (-4.11961 55.84404)",Pavements/footpaths,55.84404,-4.11961,S01010084,Baillieston West - 02
"POINT (-4.16533 55.83899)",Potholes,55.83899,-4.16533,S01010069,Shettleston South - 01
"POINT (-4.16759 55.84061)",Potholes,55.84061,-4.16759,S01010061,Braidfauld - 01
"POINT (-4.22736 55.84772)",Potholes,55.84772,-4.22736,S01010044,Bridgeton - 03
"POINT (-4.23528 55.8074)",Potholes,55.8074,-4.23528,S01009980,Glenwood North - 01
"POINT (-4.2577 55.83293)",Pavements/footpaths,55.83293,-4.2577,S01009903,Battlefield - 05
"POINT (-4.26242 55.8426)",Pavements/footpaths,55.8426,-4.26242,S01010033,Laurieston and Tradeston - 03
"POINT (-4.24559 55.81319)",Potholes,55.81319,-4.24559,S01009993,Kingspark South - 01
"POINT (-4.28191 55.885)",Potholes,55.885,-4.28191,S01010319,Ruchill - 05
"POINT (-4.29516 55.84586)",Potholes,55.84586,-4.29516,S01009880,Pollokshields West - 06
"POINT (-4.30097 55.87868)",Potholes,55.87868,-4.30097,S01010404,Dowanhill - 02
"POINT (-4.31957 55.89725)",Pavements/footpaths,55.89725,-4.31957,S01010466,Anniesland East - 02
"POINT (-4.26373 55.82782)",Potholes,55.82782,-4.26373,S01009904,Battlefield - 06
"POINT (-4.36753 55.82046)",Potholes,55.82046,-4.36753,S01009797,Pollok South and West - 06
"POINT (-4.32638 55.80968)",Potholes,55.80968,-4.32638,S01009940,Carnwadric West - 02
"POINT (-4.34873 55.88534)",Potholes,55.88534,-4.34873,S01010409,Kelvinside and Jordanhill - 02
"POINT (-4.12695 55.86142)",Potholes,55.86142,-4.12695,S01010121,North Barlanark and Easterhouse South - 04
"POINT (-4.32272 55.89241)",Pavements/footpaths,55.89241,-4.32272,S01010469,Anniesland East - 05
"POINT (-4.28142 55.88255)",Pavements/footpaths,55.88255,-4.28142,S01010317,Ruchill - 03
"POINT (-4.32275 55.87777)",Potholes,55.87777,-4.32275,S01010418,Broomhill - 04
"POINT (-4.34211 55.8944)",Pavements/footpaths,55.8944,-4.34211,S01010477,Anniesland West - 08
"POINT (-4.32351 55.88995)",Potholes,55.88995,-4.32351,S01010469,Anniesland East - 05
"POINT (-4.27233 55.86677)",Potholes,55.86677,-4.27233,S01010289,Woodlands - 01
"POINT (-4.19012 55.89038)",Potholes,55.89038,-4.19012,S01010192,Robroyston and Millerston - 07
"POINT (-4.24469 55.81109)",Potholes,55.81109,-4.24469,S01009989,Castlemilk - 04
"POINT (-4.2435 55.80811)",Potholes,55.80811,-4.2435,S01009987,Castlemilk - 02
"POINT (-4.23815 55.7928)",Potholes,55.7928,-4.23815,S01009972,Carmunnock South - 04
"POINT (-4.32536 55.81265)",Potholes,55.81265,-4.32536,S01009940,Carnwadric West - 02
"POINT (-4.27506 55.83382)",Pavements/footpaths,55.83382,-4.27506,S01009921,Shawlands West - 03
"POINT (-4.28955 55.83098)",Pavements/footpaths,55.83098,-4.28955,S01009917,Maxwell Park - 06
"POINT (-4.37033 55.80517)",Potholes,55.80517,-4.37033,S01009767,Darnley North - 04
"POINT (-4.33677 55.86212)",Potholes,55.86212,-4.33677,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.34448 55.88779)",Pavements/footpaths,55.88779,-4.34448,S01010463,Knightswood Park East - 04
"POINT (-4.26559 55.86899)",Potholes,55.86899,-4.26559,S01010297,Woodside - 01
"POINT (-4.30663 55.87715)",Pavements/footpaths,55.87715,-4.30663,S01010402,Partickhill and Hyndland - 06
"POINT (-4.28124 55.85331)",Pavements/footpaths,55.85331,-4.28124,S01009867,Kinning Park and Festival Park - 02
"POINT (-4.25385 55.86531)",Potholes,55.86531,-4.25385,S01010275,City Centre South - 04
"POINT (-4.26938 55.86019)",Potholes,55.86019,-4.26938,S01010272,City Centre South - 01
"POINT (-4.3428 55.81204)",Pavements/footpaths,55.81204,-4.3428,S01009783,Nitshill - 09
"POINT (-4.36283 55.90442)",Pavements/footpaths,55.90442,-4.36283,S01010485,Blairdardie West - 01
"POINT (-4.34268 55.9036)",Pavements/footpaths,55.9036,-4.34268,S01010478,Blairdardie East - 01
"POINT (-4.33795 55.9041)",Potholes,55.9041,-4.33795,S01010483,Blairdardie East - 06
"POINT (-4.26582 55.86883)",Potholes,55.86883,-4.26582,S01010297,Woodside - 01
"POINT (-4.10962 55.85278)",Potholes,55.85278,-4.10962,S01010093,Baillieston East - 06
"POINT (-4.27409 55.84581)",Potholes,55.84581,-4.27409,S01009875,Pollokshields West - 01
"POINT (-4.33754 55.87242)",Potholes,55.87242,-4.33754,S01010424,Whiteinch - 02
"POINT (-4.35244 55.90541)",Pavements/footpaths,55.90541,-4.35244,S01010487,Blairdardie West - 03
"POINT (-4.27554 55.8488)",Potholes,55.8488,-4.27554,S01010032,Laurieston and Tradeston - 02
"POINT (-4.26181 55.84429)",Pavements/footpaths,55.84429,-4.26181,S01010033,Laurieston and Tradeston - 03
"POINT (-4.2887 55.86876)",Pavements/footpaths,55.86876,-4.2887,S01010384,Hillhead - 04
"POINT (-4.35721 55.80694)",Potholes,55.80694,-4.35721,S01009769,Darnley West - 02
"POINT (-4.27599 55.86596)",Pavements/footpaths,55.86596,-4.27599,S01010280,Anderston - 05
"POINT (-4.32616 55.86403)",Potholes,55.86403,-4.32616,S01009846,Govan and Linthouse - 06
"POINT (-4.35638 55.83297)",Potholes,55.83297,-4.35638,S01009805,Pollok North and East - 07
"POINT (-4.36158 55.85096)",Potholes,55.85096,-4.36158,S01009832,Hillington - 04
"POINT (-4.21079 55.88267)",Potholes,55.88267,-4.21079,S01010207,Petershill - 05
"POINT (-4.18319 55.85846)",Potholes,55.85846,-4.18319,S01010150,Old Shettleston and Parkhead North - 04
"POINT (-4.25598 55.83164)",Potholes,55.83164,-4.25598,S01009904,Battlefield - 06
"POINT (-4.28473 55.88037)",Potholes,55.88037,-4.28473,S01010370,North Kelvin - 02
"POINT (-4.30246 55.87727)",Potholes,55.87727,-4.30246,S01010401,Partickhill and Hyndland - 05
"POINT (-4.2962 55.8242)",Pavements/footpaths,55.8242,-4.2962,S01009935,Pollokshaws - 03
"POINT (-4.24792 55.84081)",Potholes,55.84081,-4.24792,S01010029,Gorbals and Hutchesontown - 07
"POINT (-4.27052 55.86405)",Potholes,55.86405,-4.27052,S01010267,City Centre West - 02
"POINT (-4.27874 55.83134)",Pavements/footpaths,55.83134,-4.27874,S01009909,Strathbungo - 05
"POINT (-4.26256 55.81918)",Potholes,55.81918,-4.26256,S01010009,Cathcart - 05
"POINT (-4.26193 55.81833)",Potholes,55.81833,-4.26193,S01010009,Cathcart - 05
"POINT (-4.27626 55.86926)",Pavements/footpaths,55.86926,-4.27626,S01010290,Woodlands - 02
"POINT (-4.21468 55.87205)",Potholes,55.87205,-4.21468,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.2649 55.85231)",Potholes,55.85231,-4.2649,S01010032,Laurieston and Tradeston - 02
"POINT (-4.2738 55.84246)",Pavements/footpaths,55.84246,-4.2738,S01009881,Pollokshields East - 01
"POINT (-4.27505 55.83859)",Potholes,55.83859,-4.27505,S01009885,Pollokshields East - 05
"POINT (-4.16671 55.82757)",Potholes,55.82757,-4.16671,S01010071,Shettleston South - 03
"POINT (-4.31533 55.87943)",Pavements/footpaths,55.87943,-4.31533,S01010398,Partickhill and Hyndland - 02
"POINT (-4.23771 55.79236)",Potholes,55.79236,-4.23771,S01009969,Carmunnock South - 01
"POINT (-4.20111 55.88419)",Potholes,55.88419,-4.20111,S01010185,Blackhill and Barmulloch East - 07
"POINT (-4.32649 55.85169)",Pavements/footpaths,55.85169,-4.32649,S01009848,Craigton - 01
"POINT (-4.32815 55.84702)",Potholes,55.84702,-4.32815,S01009852,Mosspark - 01
"POINT (-4.25381 55.86558)",Potholes,55.86558,-4.25381,S01010275,City Centre South - 04
"POINT (-4.18627 55.859)",Potholes,55.859,-4.18627,S01010148,Old Shettleston and Parkhead North - 02
"POINT (-4.10427 55.85254)",Potholes,55.85254,-4.10427,S01010089,Baillieston East - 02
"POINT (-4.24352 55.88059)",Potholes,55.88059,-4.24352,S01010224,Cowlairs and Port Dundas - 06
"POINT (-4.18739 55.87124)",Potholes,55.87124,-4.18739,S01010173,Riddrie and Hogganfield - 02
"POINT (-4.16252 55.87956)",Pavements/footpaths,55.87956,-4.16252,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.28623 55.86295)",Pavements/footpaths,55.86295,-4.28623,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.28986 55.85322)",Potholes,55.85322,-4.28986,S01009870,Kinning Park and Festival Park - 05
"POINT (-4.29409 55.85318)",Potholes,55.85318,-4.29409,S01009870,Kinning Park and Festival Park - 05
"POINT (-4.28095 55.88446)",Pavements/footpaths,55.88446,-4.28095,S01010319,Ruchill - 05
"POINT (-4.25855 55.86105)",Potholes,55.86105,-4.25855,S01010275,City Centre South - 04
"POINT (-4.33485 55.86442)",Potholes,55.86442,-4.33485,S01009838,Drumoyne and Shieldhall - 06
"POINT (-4.20521 55.89676)",Potholes,55.89676,-4.20521,S01010197,Balornock - 04
"POINT (-4.27099 55.82616)",Potholes,55.82616,-4.27099,S01009929,Langside - 03
"POINT (-4.13578 55.87418)",Pavements/footpaths,55.87418,-4.13578,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.32626 55.81329)",Potholes,55.81329,-4.32626,S01009937,Pollokshaws - 05
"POINT (-4.18546 55.86839)",Potholes,55.86839,-4.18546,S01010175,Riddrie and Hogganfield - 04
"POINT (-4.28145 55.83423)",Potholes,55.83423,-4.28145,S01009911,Strathbungo - 07
"POINT (-4.25419 55.86433)",Potholes,55.86433,-4.25419,S01010275,City Centre South - 04
"POINT (-4.29764 55.849)",Potholes,55.849,-4.29764,S01009871,Kingston West and Dumbreck - 01
"POINT (-4.30864 55.87796)",Pavements/footpaths,55.87796,-4.30864,S01010402,Partickhill and Hyndland - 06
"POINT (-4.36254 55.80953)",Potholes,55.80953,-4.36254,S01009768,Darnley West - 01
"POINT (-4.2831 55.87563)",Pavements/footpaths,55.87563,-4.2831,S01010377,Kelvingrove and University - 04
"POINT (-4.24715 55.86295)",Potholes,55.86295,-4.24715,S01010260,City Centre East - 02
"POINT (-4.13917 55.87582)",Pavements/footpaths,55.87582,-4.13917,S01010115,"Garthamlock, Auchinlea and Gartloch - 03"
