WKT,category,latitude,longitude,datazone,name
"POINT (-4.28537 55.87345)",Potholes,55.87345,-4.28537,S01010377,Kelvingrove and University - 04
"POINT (-4.25313 55.84535)",Potholes,55.84535,-4.25313,S01010030,Gorbals and Hutchesontown - 08
"POINT (-4.31997 55.87105)",Potholes,55.87105,-4.31997,S01010391,Glasgow Harbour and Partick South - 04
"POINT (-4.23153 55.89655)",Potholes,55.89655,-4.23153,S01010214,Springburn East and Cowlairs - 01
"POINT (-4.33031 55.8408)",Potholes,55.8408,-4.33031,S01009858,Mosspark - 07
"POINT (-4.2726 55.84567)",Potholes,55.84567,-4.2726,S01009875,Pollokshields West - 01
"POINT (-4.24261 55.82553)",Potholes,55.82553,-4.24261,S01010002,Kingspark North - 04
"POINT (-4.30104 55.85748)",Pavements/footpaths,55.85748,-4.30104,S01009859,Ibrox - 01
"POINT (-4.19354 55.87556)",Potholes,55.87556,-4.19354,S01010180,Blackhill and Barmulloch East - 02
"POINT (-4.30159 55.85676)",Pavements/footpaths,55.85676,-4.30159,S01009862,Ibrox East and Cessnock - 01
"POINT (-4.28748 55.85243)",Potholes,55.85243,-4.28748,S01009868,Kinning Park and Festival Park - 03
"POINT (-4.22242 55.8583)",Potholes,55.8583,-4.22242,S01010252,Dennistoun - 05
"POINT (-4.37648 55.88942)",Potholes,55.88942,-4.37648,S01010440,Yoker South - 04
"POINT (-4.32943 55.87365)",Potholes,55.87365,-4.32943,S01010421,Victoria Park - 02
"POINT (-4.26146 55.8551)",Potholes,55.8551,-4.26146,S01010032,Laurieston and Tradeston - 02
"POINT (-4.1974 55.85138)",Potholes,55.85138,-4.1974,S01010052,Parkhead West and Barrowfield - 04
"POINT (-4.36203 55.89105)",Potholes,55.89105,-4.36203,S01010454,Knightswood East - 05
"POINT (-4.30102 55.82031)",Potholes,55.82031,-4.30102,S01009938,Pollokshaws - 06
"POINT (-4.25701 55.83691)",Potholes,55.83691,-4.25701,S01009895,Govanhill East and Aikenhead - 02
"POINT (-4.34751 55.80401)",Potholes,55.80401,-4.34751,S01009770,Darnley West - 03
"POINT (-4.25517 55.84819)",Potholes,55.84819,-4.25517,S01010034,Laurieston and Tradeston - 04
"POINT (-4.24614 55.80861)",Potholes,55.80861,-4.24614,S01009970,Carmunnock South - 02
"POINT (-4.2714 55.81157)",Potholes,55.81157,-4.2714,S01009960,Muirend and Old Cathcart - 02
"POINT (-4.27153 55.80941)",Potholes,55.80941,-4.27153,S01009960,Muirend and Old Cathcart - 02
"POINT (-4.22199 55.88127)",Potholes,55.88127,-4.22199,S01010205,Petershill - 03
"POINT (-4.26585 55.86264)",Potholes,55.86264,-4.26585,S01010275,City Centre South - 04
"POINT (-4.27073 55.88233)",Potholes,55.88233,-4.27073,S01010314,Keppochhill - 06
"POINT (-4.0934 55.87433)",Potholes,55.87433,-4.0934,S01010109,Easterhouse East - 05
"POINT (-4.15211 55.8749)",Potholes,55.8749,-4.15211,S01010116,"Garthamlock, Auchinlea and Gartloch - 04"
"POINT (-4.27058 55.85985)",Potholes,55.85985,-4.27058,S01010277,Anderston - 02
"POINT (-4.30986 55.8488)",Potholes,55.8488,-4.30986,S01009873,Kingston West and Dumbreck - 03
"POINT (-4.20114 55.88707)",Potholes,55.88707,-4.20114,S01010200,Barmulloch - 02
"POINT (-4.23155 55.80542)",Potholes,55.80542,-4.23155,S01009980,Glenwood North - 01
"POINT (-4.15171 55.87357)",Potholes,55.87357,-4.15171,S01010166,Craigend and Ruchazie - 02
"POINT (-4.27634 55.8679)",Potholes,55.8679,-4.27634,S01010289,Woodlands - 01
"POINT (-4.16252 55.84211)",Potholes,55.84211,-4.16252,S01010072,Shettleston South - 04
"POINT (-4.19114 55.85185)",Potholes,55.85185,-4.19114,S01010057,Parkhead East and Braidfauld North - 02
"POINT (-4.1761 55.8441)",Potholes,55.8441,-4.1761,S01010063,Braidfauld - 03
"POINT (-4.25469 55.88394)",Potholes,55.88394,-4.25469,S01010326,Possil Park - 04
"POINT (-4.35351 55.83004)",Pavements/footpaths,55.83004,-4.35351,S01009805,Pollok North and East - 07
"POINT (-4.27494 55.84604)",Potholes,55.84604,-4.27494,S01009875,Pollokshields West - 01
"POINT (-4.26023 55.8488)",Potholes,55.8488,-4.26023,S01010034,Laurieston and Tradeston - 04
"POINT (-4.26591 55.83358)",Potholes,55.83358,-4.26591,S01009909,Strathbungo - 05
"POINT (-4.24489 55.86292)",Potholes,55.86292,-4.24489,S01010259,City Centre East - 01
"POINT (-4.2569 55.81851)",Potholes,55.81851,-4.2569,S01010010,Cathcart - 06
"POINT (-4.33089 55.86355)",Potholes,55.86355,-4.33089,S01009839,Drumoyne and Shieldhall - 07
"POINT (-4.33172 55.86125)",Potholes,55.86125,-4.33172,S01009838,Drumoyne and Shieldhall - 06
"POINT (-4.33208 55.86156)",Potholes,55.86156,-4.33208,S01009838,Drumoyne and Shieldhall - 06
"POINT (-4.31977 55.86405)",Pavements/footpaths,55.86405,-4.31977,S01009847,Govan and Linthouse - 07
"POINT (-4.34077 55.90407)",Potholes,55.90407,-4.34077,S01010483,Blairdardie East - 06
"POINT (-4.24607 55.81897)",Potholes,55.81897,-4.24607,S01009998,Kingspark South - 06
"POINT (-4.3725 55.81897)",Potholes,55.81897,-4.3725,S01009793,Pollok South and West - 02
"POINT (-4.25435 55.88367)",Potholes,55.88367,-4.25435,S01010311,Keppochhill - 03
"POINT (-4.37145 55.84864)",Pavements/footpaths,55.84864,-4.37145,S01009827,Penilee - 06
"POINT (-4.27341 55.867)",Pavements/footpaths,55.867,-4.27341,S01010289,Woodlands - 01
"POINT (-4.2689 55.85405)",Pavements/footpaths,55.85405,-4.2689,S01010036,Laurieston and Tradeston - 06
"POINT (-4.30293 55.81405)",Potholes,55.81405,-4.30293,S01009947,Carnwadric East - 04
"POINT (-4.2784 55.86292)",Potholes,55.86292,-4.2784,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.17974 55.88061)",Potholes,55.88061,-4.17974,S01010182,Blackhill and Barmulloch East - 04
"POINT (-4.26139 55.84809)",Potholes,55.84809,-4.26139,S01010032,Laurieston and Tradeston - 02
"POINT (-4.3149 55.87124)",Potholes,55.87124,-4.3149,S01010388,Glasgow Harbour and Partick South - 01
"POINT (-4.19202 55.86249)",Potholes,55.86249,-4.19202,S01010247,Carntyne West and Haghill - 06
"POINT (-4.31666 55.87152)",Potholes,55.87152,-4.31666,S01010390,Glasgow Harbour and Partick South - 03
"POINT (-4.26435 55.8655)",Pavements/footpaths,55.8655,-4.26435,S01010271,City Centre West - 06
"POINT (-4.31648 55.87237)",Potholes,55.87237,-4.31648,S01010395,Partick - 03
"POINT (-4.2681 55.81298)",Potholes,55.81298,-4.2681,S01009962,Muirend and Old Cathcart - 04
"POINT (-4.28303 55.86073)",Potholes,55.86073,-4.28303,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.26582 55.82755)",Potholes,55.82755,-4.26582,S01009904,Battlefield - 06
"POINT (-4.25343 55.80823)",Potholes,55.80823,-4.25343,S01009965,Carmunnock North - 01
"POINT (-4.19634 55.89558)",Potholes,55.89558,-4.19634,S01010191,Robroyston and Millerston - 06
"POINT (-4.26696 55.86882)",Potholes,55.86882,-4.26696,S01010297,Woodside - 01
"POINT (-4.35261 55.84837)",Potholes,55.84837,-4.35261,S01009814,Cardonald North - 05
"POINT (-4.2389 55.85649)",Potholes,55.85649,-4.2389,S01010257,Gallowgate North and Bellgrove - 04
"POINT (-4.27039 55.83507)",Potholes,55.83507,-4.27039,S01009909,Strathbungo - 05
"POINT (-4.35053 55.88561)",Pavements/footpaths,55.88561,-4.35053,S01010463,Knightswood Park East - 04
"POINT (-4.30733 55.87708)",Potholes,55.87708,-4.30733,S01010400,Partickhill and Hyndland - 04
"POINT (-4.31247 55.87877)",Potholes,55.87877,-4.31247,S01010399,Partickhill and Hyndland - 03
"POINT (-4.23239 55.85933)",Potholes,55.85933,-4.23239,S01010257,Gallowgate North and Bellgrove - 04
"POINT (-4.26947 55.82526)",Potholes,55.82526,-4.26947,S01009901,Battlefield - 03
"POINT (-4.26779 55.86973)",Potholes,55.86973,-4.26779,S01010297,Woodside - 01
"POINT (-4.28254 55.88122)",Potholes,55.88122,-4.28254,S01010317,Ruchill - 03
"POINT (-4.28823 55.82716)",Potholes,55.82716,-4.28823,S01009922,Shawlands West - 04
"POINT (-4.2981 55.89718)",Potholes,55.89718,-4.2981,S01010346,Summerston North - 01
"POINT (-4.30429 55.87819)",Potholes,55.87819,-4.30429,S01010404,Dowanhill - 02
"POINT (-4.27156 55.80937)",Potholes,55.80937,-4.27156,S01009960,Muirend and Old Cathcart - 02
"POINT (-4.29826 55.8532)",Potholes,55.8532,-4.29826,S01009862,Ibrox East and Cessnock - 01
"POINT (-4.35567 55.8451)",Potholes,55.8451,-4.35567,S01009820,Cardonald West and Central - 06
"POINT (-4.27096 55.81142)",Potholes,55.81142,-4.27096,S01009960,Muirend and Old Cathcart - 02
"POINT (-4.27479 55.8338)",Potholes,55.8338,-4.27479,S01009909,Strathbungo - 05
"POINT (-4.27458 55.86767)",Potholes,55.86767,-4.27458,S01010289,Woodlands - 01
"POINT (-4.17989 55.85186)",Potholes,55.85186,-4.17989,S01010146,Tollcross - 05
"POINT (-4.3514 55.88014)",Potholes,55.88014,-4.3514,S01010429,Scotstoun North and East - 03
"POINT (-4.27261 55.86012)",Potholes,55.86012,-4.27261,S01010277,Anderston - 02
"POINT (-4.2719 55.87963)",Potholes,55.87963,-4.2719,S01010305,Firhill - 05
"POINT (-4.28803 55.88711)",Potholes,55.88711,-4.28803,S01010321,Ruchill - 07
"POINT (-4.29696 55.89341)",Potholes,55.89341,-4.29696,S01010356,Maryhill West - 03
"POINT (-4.29889 55.89609)",Potholes,55.89609,-4.29889,S01010357,Maryhill West - 04
"POINT (-4.27252 55.80985)",Potholes,55.80985,-4.27252,S01009960,Muirend and Old Cathcart - 02
"POINT (-4.32516 55.80822)",Potholes,55.80822,-4.32516,S01009940,Carnwadric West - 02
"POINT (-4.36635 55.82108)",Potholes,55.82108,-4.36635,S01009797,Pollok South and West - 06
"POINT (-4.2551 55.84641)",Potholes,55.84641,-4.2551,S01010033,Laurieston and Tradeston - 03
"POINT (-4.34595 55.80708)",Potholes,55.80708,-4.34595,S01009767,Darnley North - 04
"POINT (-4.27084 55.86654)",Potholes,55.86654,-4.27084,S01010266,City Centre West - 01
"POINT (-4.29292 55.84324)",Potholes,55.84324,-4.29292,S01009879,Pollokshields West - 05
"POINT (-4.24345 55.89521)",Pavements/footpaths,55.89521,-4.24345,S01010335,Milton East - 01
"POINT (-4.26526 55.88377)",Potholes,55.88377,-4.26526,S01010313,Keppochhill - 05
"POINT (-4.29884 55.87574)",Potholes,55.87574,-4.29884,S01010374,Kelvingrove and University - 01
"POINT (-4.28855 55.92654)",Potholes,55.92654,-4.28855,S01010345,Summerston Central and West - 06
"POINT (-4.24031 55.88715)",Potholes,55.88715,-4.24031,S01010224,Cowlairs and Port Dundas - 06
"POINT (-4.34805 55.84872)",Potholes,55.84872,-4.34805,S01009811,Cardonald North - 02
"POINT (-4.16065 55.8514)",Potholes,55.8514,-4.16065,S01010139,Shettleston North - 03
"POINT (-4.29798 55.8755)",Potholes,55.8755,-4.29798,S01010374,Kelvingrove and University - 01
"POINT (-4.31845 55.87174)",Potholes,55.87174,-4.31845,S01010390,Glasgow Harbour and Partick South - 03
"POINT (-4.22893 55.81682)",Potholes,55.81682,-4.22893,S01009997,Kingspark South - 05
"POINT (-4.34782 55.85993)",Potholes,55.85993,-4.34782,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.36324 55.83001)",Potholes,55.83001,-4.36324,S01009794,Pollok South and West - 03
"POINT (-4.36435 55.82958)",Potholes,55.82958,-4.36435,S01009796,Pollok South and West - 05
"POINT (-4.36782 55.82026)",Potholes,55.82026,-4.36782,S01009797,Pollok South and West - 06
"POINT (-4.36335 55.82205)",Potholes,55.82205,-4.36335,S01009797,Pollok South and West - 06
"POINT (-4.3679 55.82018)",Potholes,55.82018,-4.3679,S01009797,Pollok South and West - 06
"POINT (-4.30957 55.84462)",Potholes,55.84462,-4.30957,S01009874,Kingston West and Dumbreck - 04
"POINT (-4.36962 55.81904)",Potholes,55.81904,-4.36962,S01009793,Pollok South and West - 02
"POINT (-4.336 55.8344)",Potholes,55.8344,-4.336,S01009799,Pollok North and East - 01
"POINT (-4.36299 55.822)",Potholes,55.822,-4.36299,S01009797,Pollok South and West - 06
"POINT (-4.30904 55.84256)",Potholes,55.84256,-4.30904,S01009874,Kingston West and Dumbreck - 04
"POINT (-4.33723 55.83256)",Potholes,55.83256,-4.33723,S01009799,Pollok North and East - 01
"POINT (-4.33864 55.83181)",Potholes,55.83181,-4.33864,S01009854,Mosspark - 03
"POINT (-4.24742 55.87656)",Potholes,55.87656,-4.24742,S01010221,Cowlairs and Port Dundas - 03
"POINT (-4.24968 55.85097)",Potholes,55.85097,-4.24968,S01010032,Laurieston and Tradeston - 02
"POINT (-4.26063 55.81998)",Potholes,55.81998,-4.26063,S01010005,Cathcart - 01
"POINT (-4.24481 55.87366)",Potholes,55.87366,-4.24481,S01010220,Cowlairs and Port Dundas - 02
"POINT (-4.26246 55.82786)",Potholes,55.82786,-4.26246,S01010015,Mount Florida - 05
"POINT (-4.27273 55.82023)",Potholes,55.82023,-4.27273,S01009958,Merrylee and Millbrae - 04
"POINT (-4.24847 55.82232)",Pavements/footpaths,55.82232,-4.24847,S01010012,Mount Florida - 02
"POINT (-4.3364 55.83333)",Potholes,55.83333,-4.3364,S01009799,Pollok North and East - 01
"POINT (-4.36707 55.82077)",Potholes,55.82077,-4.36707,S01009797,Pollok South and West - 06
"POINT (-4.36965 55.81914)",Potholes,55.81914,-4.36965,S01009793,Pollok South and West - 02
"POINT (-4.36982 55.81906)",Potholes,55.81906,-4.36982,S01009793,Pollok South and West - 02
"POINT (-4.33637 55.83334)",Potholes,55.83334,-4.33637,S01009799,Pollok North and East - 01
"POINT (-4.33626 55.83379)",Pavements/footpaths,55.83379,-4.33626,S01009799,Pollok North and East - 01
"POINT (-4.33602 55.83445)",Potholes,55.83445,-4.33602,S01009799,Pollok North and East - 01
"POINT (-4.33603 55.8344)",Potholes,55.8344,-4.33603,S01009799,Pollok North and East - 01
"POINT (-4.29199 55.89538)",Pavements/footpaths,55.89538,-4.29199,S01010354,Maryhill West - 01
"POINT (-4.32795 55.89857)",Pavements/footpaths,55.89857,-4.32795,S01010472,Anniesland West - 03
"POINT (-4.23176 55.88015)",Potholes,55.88015,-4.23176,S01010208,Petershill - 06
"POINT (-4.26125 55.82156)",Potholes,55.82156,-4.26125,S01010005,Cathcart - 01
"POINT (-4.27753 55.92237)",Potholes,55.92237,-4.27753,S01010345,Summerston Central and West - 06
"POINT (-4.23166 55.83001)",Potholes,55.83001,-4.23166,S01010019,Toryglen and Oatlands - 04
"POINT (-4.23176 55.8872)",Pavements/footpaths,55.8872,-4.23176,S01010217,Springburn East and Cowlairs - 04
"POINT (-4.21024 55.87074)",Potholes,55.87074,-4.21024,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.20669 55.87447)",Potholes,55.87447,-4.20669,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
"POINT (-4.26329 55.8278)",Potholes,55.8278,-4.26329,S01009904,Battlefield - 06
"POINT (-4.25666 55.86668)",Potholes,55.86668,-4.25666,S01010271,City Centre West - 06
"POINT (-4.26085 55.82792)",Potholes,55.82792,-4.26085,S01009904,Battlefield - 06
"POINT (-4.15208 55.87452)",Potholes,55.87452,-4.15208,S01010116,"Garthamlock, Auchinlea and Gartloch - 04"
"POINT (-4.32837 55.84669)",Potholes,55.84669,-4.32837,S01009850,Craigton - 03
"POINT (-4.2786 55.8406)",Potholes,55.8406,-4.2786,S01009912,Maxwell Park - 01
"POINT (-4.25056 55.78489)",Potholes,55.78489,-4.25056,S01009969,Carmunnock South - 01
"POINT (-4.27052 55.85985)",Potholes,55.85985,-4.27052,S01010277,Anderston - 02
"POINT (-4.3037 55.81972)",Potholes,55.81972,-4.3037,S01009938,Pollokshaws - 06
"POINT (-4.32791 55.80717)",Pavements/footpaths,55.80717,-4.32791,S01009760,Darnley East - 03
"POINT (-4.21652 55.8633)",Potholes,55.8633,-4.21652,S01010237,Dennistoun North - 04
"POINT (-4.19318 55.85894)",Potholes,55.85894,-4.19318,S01010148,Old Shettleston and Parkhead North - 02
"POINT (-4.24526 55.80861)",Pavements/footpaths,55.80861,-4.24526,S01009970,Carmunnock South - 02
"POINT (-4.31468 55.86994)",Potholes,55.86994,-4.31468,S01010388,Glasgow Harbour and Partick South - 01
"POINT (-4.28368 55.84049)",Potholes,55.84049,-4.28368,S01009912,Maxwell Park - 01
"POINT (-4.32748 55.84861)",Potholes,55.84861,-4.32748,S01009851,Craigton - 04
"POINT (-4.29416 55.85267)",Potholes,55.85267,-4.29416,S01009870,Kinning Park and Festival Park - 05
"POINT (-4.34831 55.81036)",Potholes,55.81036,-4.34831,S01009767,Darnley North - 04
"POINT (-4.36915 55.89038)",Pavements/footpaths,55.89038,-4.36915,S01010449,Knightswood West - 03
"POINT (-4.37647 55.88945)",Potholes,55.88945,-4.37647,S01010440,Yoker South - 04
"POINT (-4.3115 55.87764)",Potholes,55.87764,-4.3115,S01010399,Partickhill and Hyndland - 03
"POINT (-4.24436 55.83527)",Potholes,55.83527,-4.24436,S01010021,Toryglen and Oatlands - 06
"POINT (-4.25145 55.90258)",Potholes,55.90258,-4.25145,S01010336,Milton East - 02
"POINT (-4.34623 55.82449)",Potholes,55.82449,-4.34623,S01009786,Crookston South - 03
"POINT (-4.24598 55.81316)",Potholes,55.81316,-4.24598,S01009968,Carmunnock North - 04
"POINT (-4.22341 55.8088)",Potholes,55.8088,-4.22341,S01009981,Glenwood North - 02
"POINT (-4.26506 55.88441)",Potholes,55.88441,-4.26506,S01010313,Keppochhill - 05
"POINT (-4.25919 55.82727)",Potholes,55.82727,-4.25919,S01010015,Mount Florida - 05
"POINT (-4.19576 55.89367)",Potholes,55.89367,-4.19576,S01010191,Robroyston and Millerston - 06
"POINT (-4.23733 55.89696)",Potholes,55.89696,-4.23733,S01010335,Milton East - 01
"POINT (-4.36319 55.82988)",Potholes,55.82988,-4.36319,S01009795,Pollok South and West - 04
"POINT (-4.36319 55.82985)",Potholes,55.82985,-4.36319,S01009795,Pollok South and West - 04
"POINT (-4.21572 55.84338)",Potholes,55.84338,-4.21572,S01010046,Dalmarnock - 01
"POINT (-4.29195 55.89544)",Pavements/footpaths,55.89544,-4.29195,S01010354,Maryhill West - 01
"POINT (-4.36231 55.82819)",Pavements/footpaths,55.82819,-4.36231,S01009795,Pollok South and West - 04
"POINT (-4.21761 55.80488)",Potholes,55.80488,-4.21761,S01009985,Glenwood North - 06
"POINT (-4.3053 55.88135)",Potholes,55.88135,-4.3053,S01010403,Dowanhill - 01
"POINT (-4.24684 55.82915)",Potholes,55.82915,-4.24684,S01010021,Toryglen and Oatlands - 06
"POINT (-4.31107 55.84994)",Potholes,55.84994,-4.31107,S01009864,Ibrox East and Cessnock - 03
"POINT (-4.28908 55.81527)",Potholes,55.81527,-4.28908,S01009950,Newlands - 03
"POINT (-4.24858 55.86572)",Potholes,55.86572,-4.24858,S01010270,City Centre West - 05
"POINT (-4.3278 55.87514)",Potholes,55.87514,-4.3278,S01010421,Victoria Park - 02
"POINT (-4.32604 55.88213)",Potholes,55.88213,-4.32604,S01010416,Broomhill - 02
"POINT (-4.28669 55.82644)",Potholes,55.82644,-4.28669,S01009922,Shawlands West - 04
"POINT (-4.13677 55.8415)",Potholes,55.8415,-4.13677,S01010079,Mount Vernon North and Sandyhills - 02
"POINT (-4.25511 55.84527)",Potholes,55.84527,-4.25511,S01010033,Laurieston and Tradeston - 03
"POINT (-4.23535 55.81092)",Potholes,55.81092,-4.23535,S01009990,Castlemilk - 05
"POINT (-4.29705 55.81698)",Potholes,55.81698,-4.29705,S01009948,Newlands - 01
"POINT (-4.30344 55.88235)",Potholes,55.88235,-4.30344,S01010412,Kelvinside and Jordanhill - 05
"POINT (-4.38114 55.90441)",Potholes,55.90441,-4.38114,S01010486,Blairdardie West - 02
"POINT (-4.26526 55.88377)",Potholes,55.88377,-4.26526,S01010313,Keppochhill - 05
"POINT (-4.36326 55.83)",Potholes,55.83,-4.36326,S01009805,Pollok North and East - 07
"POINT (-4.24551 55.82617)",Potholes,55.82617,-4.24551,S01010002,Kingspark North - 04
"POINT (-4.23496 55.82369)",Potholes,55.82369,-4.23496,S01010001,Kingspark North - 03
"POINT (-4.25688 55.86103)",Potholes,55.86103,-4.25688,S01010275,City Centre South - 04
"POINT (-4.2359 55.8141)",Potholes,55.8141,-4.2359,S01009994,Kingspark South - 02
"POINT (-4.23124 55.88653)",Potholes,55.88653,-4.23124,S01010212,Springburn - 04
"POINT (-4.27758 55.85051)",Pavements/footpaths,55.85051,-4.27758,S01009867,Kinning Park and Festival Park - 02
"POINT (-4.33848 55.87256)",Potholes,55.87256,-4.33848,S01010436,Scotstoun South and West - 05
"POINT (-4.24826 55.84034)",Potholes,55.84034,-4.24826,S01010029,Gorbals and Hutchesontown - 07
"POINT (-4.27144 55.81156)",Potholes,55.81156,-4.27144,S01009960,Muirend and Old Cathcart - 02
"POINT (-4.15017 55.85141)",Potholes,55.85141,-4.15017,S01010131,Greenfield - 01
"POINT (-4.26108 55.85874)",Potholes,55.85874,-4.26108,S01010273,City Centre South - 02
"POINT (-4.31096 55.89157)",Pavements/footpaths,55.89157,-4.31096,S01010363,Kelvindale - 01
"POINT (-4.3227 55.81591)",Potholes,55.81591,-4.3227,S01009937,Pollokshaws - 05
"POINT (-4.25723 55.85844)",Pavements/footpaths,55.85844,-4.25723,S01010275,City Centre South - 04
"POINT (-4.26481 55.8159)",Potholes,55.8159,-4.26481,S01009955,Merrylee and Millbrae - 01
"POINT (-4.2355 55.84633)",Potholes,55.84633,-4.2355,S01010040,Calton and Gallowgate - 04
"POINT (-4.28658 55.87032)",Pavements/footpaths,55.87032,-4.28658,S01010379,Kelvingrove and University - 06
"POINT (-4.12897 55.85601)",Potholes,55.85601,-4.12897,S01010123,Barlanark - 01
"POINT (-4.23498 55.82354)",Potholes,55.82354,-4.23498,S01010001,Kingspark North - 03
"POINT (-4.15612 55.84828)",Potholes,55.84828,-4.15612,S01010137,Shettleston North - 01
"POINT (-4.15833 55.83089)",Pavements/footpaths,55.83089,-4.15833,S01010071,Shettleston South - 03
"POINT (-4.34791 55.84208)",Potholes,55.84208,-4.34791,S01009816,Cardonald West and Central - 02
"POINT (-4.26487 55.84694)",Potholes,55.84694,-4.26487,S01010032,Laurieston and Tradeston - 02
"POINT (-4.30917 55.89095)",Potholes,55.89095,-4.30917,S01010364,Kelvindale - 02
"POINT (-4.12464 55.86877)",Potholes,55.86877,-4.12464,S01010114,"Garthamlock, Auchinlea and Gartloch - 02"
"POINT (-4.26934 55.85398)",Pavements/footpaths,55.85398,-4.26934,S01010036,Laurieston and Tradeston - 06
"POINT (-4.31937 55.85133)",Pavements/footpaths,55.85133,-4.31937,S01009843,Govan and Linthouse - 03
"POINT (-4.23225 55.8593)",Potholes,55.8593,-4.23225,S01010257,Gallowgate North and Bellgrove - 04
"POINT (-4.30735 55.85806)",Potholes,55.85806,-4.30735,S01009861,Ibrox - 03
"POINT (-4.37264 55.91103)",Potholes,55.91103,-4.37264,S01010499,Drumry East - 04
"POINT (-4.27142 55.8667)",Potholes,55.8667,-4.27142,S01010289,Woodlands - 01
"POINT (-4.3473 55.82384)",Pavements/footpaths,55.82384,-4.3473,S01009787,Crookston South - 04
"POINT (-4.30236 55.81572)",Potholes,55.81572,-4.30236,S01009954,Newlands - 07
"POINT (-4.31047 55.85672)",Potholes,55.85672,-4.31047,S01009861,Ibrox - 03
"POINT (-4.35348 55.83053)",Pavements/footpaths,55.83053,-4.35348,S01009805,Pollok North and East - 07
"POINT (-4.27894 55.86647)",Potholes,55.86647,-4.27894,S01010289,Woodlands - 01
"POINT (-4.35241 55.88634)",Potholes,55.88634,-4.35241,S01010451,Knightswood East - 02
"POINT (-4.31529 55.8606)",Potholes,55.8606,-4.31529,S01009843,Govan and Linthouse - 03
"POINT (-4.22478 55.86074)",Potholes,55.86074,-4.22478,S01010253,Dennistoun - 06
"POINT (-4.2592 55.8458)",Potholes,55.8458,-4.2592,S01010034,Laurieston and Tradeston - 04
"POINT (-4.16379 55.83043)",Pavements/footpaths,55.83043,-4.16379,S01010071,Shettleston South - 03
"POINT (-4.23105 55.88002)",Potholes,55.88002,-4.23105,S01010208,Petershill - 06
"POINT (-4.2314 55.88007)",Potholes,55.88007,-4.2314,S01010208,Petershill - 06
"POINT (-4.26316 55.83122)",Potholes,55.83122,-4.26316,S01009903,Battlefield - 05
"POINT (-4.2865 55.92648)",Potholes,55.92648,-4.2865,S01010345,Summerston Central and West - 06
"POINT (-4.30089 55.81584)",Potholes,55.81584,-4.30089,S01009954,Newlands - 07
"POINT (-4.37183 55.89016)",Potholes,55.89016,-4.37183,S01010449,Knightswood West - 03
"POINT (-4.19645 55.88009)",Potholes,55.88009,-4.19645,S01010184,Blackhill and Barmulloch East - 06
"POINT (-4.2703 55.85969)",Potholes,55.85969,-4.2703,S01010277,Anderston - 02
"POINT (-4.25564 55.832)",Potholes,55.832,-4.25564,S01009903,Battlefield - 05
"POINT (-4.17659 55.85833)",Potholes,55.85833,-4.17659,S01010151,Old Shettleston and Parkhead North - 05
"POINT (-4.35645 55.84207)",Potholes,55.84207,-4.35645,S01009820,Cardonald West and Central - 06
"POINT (-4.29676 55.89578)",Potholes,55.89578,-4.29676,S01010357,Maryhill West - 04
"POINT (-4.3022 55.81531)",Potholes,55.81531,-4.3022,S01009954,Newlands - 07
"POINT (-4.33495 55.9014)",Potholes,55.9014,-4.33495,S01010484,Blairdardie East - 07
"POINT (-4.13088 55.85261)",Potholes,55.85261,-4.13088,S01010097,Garrowhill West - 04
"POINT (-4.30338 55.88058)",Potholes,55.88058,-4.30338,S01010404,Dowanhill - 02
"POINT (-4.37382 55.91308)",Potholes,55.91308,-4.37382,S01010496,Drumry East - 01
"POINT (-4.27728 55.81073)",Potholes,55.81073,-4.27728,S01009959,Muirend and Old Cathcart - 01
"POINT (-4.3189 55.85303)",Pavements/footpaths,55.85303,-4.3189,S01009843,Govan and Linthouse - 03
"POINT (-4.26046 55.84833)",Potholes,55.84833,-4.26046,S01010034,Laurieston and Tradeston - 04
"POINT (-4.25531 55.84824)",Potholes,55.84824,-4.25531,S01010034,Laurieston and Tradeston - 04
"POINT (-4.25929 55.85076)",Potholes,55.85076,-4.25929,S01010035,Laurieston and Tradeston - 05
"POINT (-4.25174 55.84535)",Potholes,55.84535,-4.25174,S01010033,Laurieston and Tradeston - 03
"POINT (-4.27089 55.81666)",Potholes,55.81666,-4.27089,S01009955,Merrylee and Millbrae - 01
"POINT (-4.37032 55.89512)",Pavements/footpaths,55.89512,-4.37032,S01010448,Knightswood West - 02
"POINT (-4.26232 55.86145)",Potholes,55.86145,-4.26232,S01010275,City Centre South - 04
"POINT (-4.32854 55.80164)",Potholes,55.80164,-4.32854,S01009760,Darnley East - 03
"POINT (-4.11112 55.85108)",Potholes,55.85108,-4.11112,S01010093,Baillieston East - 06
"POINT (-4.29394 55.87483)",Pavements/footpaths,55.87483,-4.29394,S01010407,Dowanhill - 05
"POINT (-4.25842 55.80002)",Potholes,55.80002,-4.25842,S01009972,Carmunnock South - 04
"POINT (-4.30382 55.87646)",Potholes,55.87646,-4.30382,S01010401,Partickhill and Hyndland - 05
"POINT (-4.10792 55.86141)",Potholes,55.86141,-4.10792,S01010104,Garrowhill East and Swinton - 05
